User ID,Age,Gender,Location,Language,Education Level,Likes and Reactions,Followed Accounts,Device Usage,Time Spent Online (hrs/weekday),Time Spent Online (hrs/weekend),Click-Through Rates (CTR),Conversion Rates,Ad Interaction Time (sec),Income Level,Top Interests
421,45-54,Female,Rural,Hindi,High School,4582,26,Tablet,2.3,7.2,0.21,0.061,56,40k-60k,"Gaming, Reading and Literature"
553,35-44,Male,Suburban,Spanish,High School,2259,87,Mobile Only,0.6,4.0,0.056,0.03,86,60k-80k,"Gourmet Cooking, Digital Marketing, Travel and Adventure, Software Engineering"
904,35-44,Male,Rural,Hindi,PhD,8669,457,Tablet,4.4,4.7,0.179,0.059,5,60k-80k,Reading and Literature
91,18-24,Male,Suburban,Mandarin,Master,2326,152,Mobile + Desktop,4.6,6.2,0.129,0.019,166,100k+,"Eco-Friendly Living, DIY Crafts, Digital Marketing, Fitness and Wellness"
940,35-44,Female,Urban,Hindi,Master,8746,82,Mobile Only,1.2,4.4,0.136,0.097,62,40k-60k,"Gourmet Cooking, Photography, Eco-Friendly Living"
182,18-24,Female,Rural,Mandarin,High School,1173,448,Mobile Only,2.5,5.8,0.083,0.041,127,0-20k,"Pet Care, DIY Crafts, Digital Marketing"
275,35-44,Male,Rural,Spanish,PhD,4812,39,Mobile + Desktop,1.8,6.8,0.189,0.024,122,60k-80k,"DIY Crafts, Music Production, Travel and Adventure"
896,25-34,Female,Suburban,English,PhD,8769,208,Mobile + Desktop,2.8,2.7,0.105,0.083,101,0-20k,"Gaming, Investing and Finance, Pet Care, Music Production"
70,65+,Female,Rural,Mandarin,Master,1331,115,Mobile Only,2.8,5.9,0.077,0.088,151,60k-80k,Investing and Finance
292,18-24,Female,Rural,Mandarin,PhD,1274,493,Desktop Only,4.3,7.1,0.056,0.072,52,0-20k,"Investing and Finance, Gaming, Digital Marketing"
132,25-34,Male,Rural,English,Master,4634,37,Tablet,2.8,2.8,0.06,0.002,25,20k-40k,"DIY Crafts, Gourmet Cooking, Pet Care"
301,18-24,Male,Rural,English,Technical,2895,442,Mobile + Desktop,3.4,5.9,0.206,0.046,22,40k-60k,Pet Care
425,18-24,Female,Urban,English,Technical,8133,108,Desktop Only,4.6,6.1,0.024,0.082,57,80k-100k,"Software Engineering, Eco-Friendly Living"
327,35-44,Male,Suburban,Mandarin,Bachelor,3017,129,Tablet,3.2,4.5,0.22,0.0,153,0-20k,"Gardening, Photography, Fitness and Wellness, Digital Marketing"
145,25-34,Female,Urban,Spanish,High School,2739,377,Desktop Only,0.9,3.2,0.18,0.015,145,60k-80k,Digital Marketing
424,35-44,Male,Rural,Mandarin,Technical,5580,212,Desktop Only,4.0,2.6,0.003,0.04,154,100k+,"Gaming, Gourmet Cooking"
581,35-44,Male,Suburban,Mandarin,Technical,685,334,Tablet,4.8,5.0,0.146,0.019,125,80k-100k,"Data Science, Fashion Modelling, DIY Crafts"
136,25-34,Male,Urban,Spanish,Bachelor,3062,125,Mobile Only,4.3,2.1,0.101,0.075,19,0-20k,"Software Engineering, Gourmet Cooking, Investing and Finance, Reading and Literature"
451,45-54,Male,Suburban,Hindi,Technical,2781,388,Tablet,4.9,5.8,0.089,0.1,153,80k-100k,"Data Science, Travel and Adventure, Gaming, Investing and Finance"
165,18-24,Female,Urban,Spanish,Master,1281,208,Mobile Only,4.6,7.7,0.105,0.089,67,60k-80k,"Digital Marketing, Music Production, Gaming"
29,35-44,Male,Suburban,English,Technical,8771,246,Mobile + Desktop,2.8,1.6,0.19,0.076,96,60k-80k,"Data Science, Reading and Literature, DIY Crafts, Pet Care"
774,25-34,Female,Rural,Hindi,Technical,400,485,Mobile Only,3.7,6.5,0.246,0.075,120,60k-80k,"Gourmet Cooking, Pet Care"
194,45-54,Female,Urban,Spanish,PhD,8319,473,Desktop Only,2.8,4.6,0.15,0.086,124,100k+,"Fitness and Wellness, Music Production, Gourmet Cooking, Gaming"
389,45-54,Female,Rural,English,Technical,8981,432,Mobile + Desktop,2.3,3.4,0.111,0.012,159,60k-80k,"Eco-Friendly Living, Travel and Adventure, Digital Marketing"
853,25-34,Male,Rural,Hindi,Technical,645,398,Mobile + Desktop,3.8,1.1,0.229,0.055,46,20k-40k,"Music Production, Software Engineering"
170,35-44,Female,Urban,Mandarin,High School,3634,241,Mobile + Desktop,4.1,4.0,0.046,0.018,123,80k-100k,"Gourmet Cooking, Travel and Adventure, Gardening, Gaming"
706,65+,Female,Suburban,Spanish,Technical,1012,98,Mobile Only,0.6,3.9,0.103,0.023,155,0-20k,"Software Engineering, Fitness and Wellness"
141,65+,Male,Urban,Hindi,High School,5830,176,Desktop Only,2.0,5.7,0.107,0.068,13,20k-40k,"DIY Crafts, Gardening"
174,25-34,Male,Urban,English,Master,1982,248,Desktop Only,3.6,5.7,0.078,0.054,161,20k-40k,Software Engineering
